year,territory_raw,territory_level,metric,value
2015,Пазарджик,district,rural,863.0
2015,Перник,district,total,879.0
2015,Перник,district,urban,739.0
2015,Перник,district,rural,140.0
2015,Плевен,district,total,2217.0
2015,Плевен,district,urban,1430.0
2015,Плевен,district,rural,787.0
2015,Пловдив,district,total,6668.0
2015,Пловдив,district,urban,5179.0
2015,Пловдив,district,rural,1489.0
2015,Разград,district,total,961.0
2015,Разград,district,urban,444.0
2015,Разград,district,rural,517.0
2015,Русе,district,total,1778.0
2015,Русе,district,urban,1433.0
2015,Русе,district,rural,345.0
2015,Силистра,district,total,956.0
2015,Силистра,district,urban,355.0
2015,Силистра,district,rural,601.0
2015,Сливен,district,total,2413.0
2015,Сливен,district,urban,1446.0
2015,Сливен,district,rural,967.0
2015,Смолян,district,total,735.0
2015,Смолян,district,urban,457.0
2015,Смолян,district,rural,278.0
2015,София (столица),district,total,13452.0
2015,София (столица),district,urban,13030.0
2015,София (столица),district,rural,422.0
2015,София,district,total,1946.0
2015,София,district,urban,1315.0
2015,София,district,rural,631.0
2015,Стара Загора,district,total,3083.0
2015,Стара Загора,district,urban,2236.0
2015,Стара Загора,district,rural,847.0
2015,Търговище,district,total,1081.0
2015,Търговище,district,urban,531.0
2015,Търговище,district,rural,550.0
2015,Хасково,district,total,2164.0
2015,Хасково,district,urban,1589.0
2015,Хасково,district,rural,575.0
2015,Шумен,district,total,1600.0
2015,Шумен,district,urban,996.0
2015,Шумен,district,rural,604.0
2015,Ямбол,district,total,1156.0
2015,Ямбол,district,urban,815.0
2015,Ямбол,district,rural,341.0
2016,България,country,total,64984.0
2016,България,country,urban,48733.0
2016,България,country,rural,16251.0
2016,Благоевград,district,total,2836.0
2016,Благоевград,district,urban,1816.0
2016,Благоевград,district,rural,1020.0
2016,Бургас,district,total,3951.0
2016,Бургас,district,urban,2962.0
2016,Бургас,district,rural,989.0
2016,Варна,district,total,4524.0
2016,Варна,district,urban,3795.0
2016,Варна,district,rural,729.0
2016,Велико Търново,district,total,2141.0
2016,Велико Търново,district,urban,1615.0
2016,Велико Търново,district,rural,526.0
2016,Видин,district,total,556.0
2016,Видин,district,urban,369.0
2016,Видин,district,rural,187.0
2016,Враца,district,total,1453.0
2016,Враца,district,urban,840.0
2016,Враца,district,rural,613.0
2016,Габрово,district,total,727.0
2016,Габрово,district,urban,599.0
2016,Габрово,district,rural,128.0
2016,Добрич,district,total,1466.0
2016,Добрич,district,urban,983.0
2016,Добрич,district,rural,483.0
2016,Кърджали,district,total,1399.0
2016,Кърджали,district,urban,653.0
2016,Кърджали,district,rural,746.0
2016,Кюстендил,district,total,859.0
2016,Кюстендил,district,urban,655.0
2016,Кюстендил,district,rural,204.0
2016,Ловеч,district,total,964.0
2016,Ловеч,district,urban,613.0
2016,Ловеч,district,rural,351.0
2016,Монтана,district,total,1106.0
2016,Монтана,district,urban,716.0
2016,Монтана,district,rural,390.0
2016,Пазарджик,district,total,2403.0
2016,Пазарджик,district,urban,1520.0
2016,Пазарджик,district,rural,883.0
2016,Перник,district,total,950.0
2016,Перник,district,urban,810.0
2016,Перник,district,rural,140.0
2016,Плевен,district,total,2182.0
2016,Плевен,district,urban,1393.0
2016,Плевен,district,rural,789.0
2016,Пловдив,district,total,6363.0
2016,Пловдив,district,urban,4907.0
2016,Пловдив,district,rural,1456.0
2016,Разград,district,total,932.0
2016,Разград,district,urban,418.0
2016,Разград,district,rural,514.0
2016,Русе,district,total,1772.0
2016,Русе,district,urban,1435.0
2016,Русе,district,rural,337.0
2016,Силистра,district,total,997.0
2016,Силистра,district,urban,393.0
2016,Силистра,district,rural,604.0
2016,Сливен,district,total,2327.0
2016,Сливен,district,urban,1437.0
2016,Сливен,district,rural,890.0
2016,Смолян,district,total,778.0
2016,Смолян,district,urban,459.0
2016,Смолян,district,rural,319.0
2016,София (столица),district,total,13489.0
2016,София (столица),district,urban,13029.0
2016,София (столица),district,rural,460.0
2016,София,district,total,2045.0
2016,София,district,urban,1351.0
2016,София,district,rural,694.0
2016,Стара Загора,district,total,3025.0
2016,Стара Загора,district,urban,2185.0
2016,Стара Загора,district,rural,840.0
2016,Търговище,district,total,971.0
2016,Търговище,district,urban,483.0
2016,Търговище,district,rural,488.0
2016,Хасково,district,total,2033.0
2016,Хасково,district,urban,1478.0
2016,Хасково,district,rural,555.0
2016,Шумен,district,total,1568.0
2016,Шумен,district,urban,989.0
2016,Шумен,district,rural,579.0
2016,Ямбол,district,total,1167.0
2016,Ямбол,district,urban,830.0
2016,Ямбол,district,rural,337.0
2017,България,country,total,63955.0
2017,България,country,urban,48005.0
2017,България,country,rural,15950.0
2017,Благоевград,district,total,2702.0
2017,Благоевград,district,urban,1737.0
2017,Благоевград,district,rural,965.0
2017,Бургас,district,total,3913.0
2017,Бургас,district,urban,2921.0
2017,Бургас,district,rural,992.0
2017,Варна,district,total,4413.0
2017,Варна,district,urban,3751.0
2017,Варна,district,rural,662.0
2017,Велико Търново,district,total,2087.0
2017,Велико Търново,district,urban,1537.0
2017,Велико Търново,district,rural,550.0
2017,Видин,district,total,572.0
2017,Видин,district,urban,376.0
2017,Видин,district,rural,196.0
2017,Враца,district,total,1320.0
2017,Враца,district,urban,748.0
2017,Враца,district,rural,572.0
2017,Габрово,district,total,727.0
2017,Габрово,district,urban,611.0
2017,Габрово,district,rural,116.0
2017,Добрич,district,total,1400.0
2017,Добрич,district,urban,950.0
2017,Добрич,district,rural,450.0
2017,Кърджали,district,total,1372.0
