year,territory_raw,territory_level,metric,value
2014,София (столица),district,urban,6688.0
2014,София (столица),district,rural,235.0
2014,София,district,total,1322.0
2014,София,district,urban,901.0
2014,София,district,rural,421.0
2014,Стара Загора,district,total,2105.0
2014,Стара Загора,district,urban,1399.0
2014,Стара Загора,district,rural,706.0
2014,Търговище,district,total,656.0
2014,Търговище,district,urban,294.0
2014,Търговище,district,rural,362.0
2014,Хасково,district,total,1311.0
2014,Хасково,district,urban,961.0
2014,Хасково,district,rural,350.0
2014,Шумен,district,total,935.0
2014,Шумен,district,urban,528.0
2014,Шумен,district,rural,407.0
2014,Ямбол,district,total,839.0
2014,Ямбол,district,urban,549.0
2014,Ямбол,district,rural,290.0
2015,България,country,total,38649.0
2015,България,country,urban,27778.0
2015,България,country,rural,10871.0
2015,Благоевград,district,total,1264.0
2015,Благоевград,district,urban,832.0
2015,Благоевград,district,rural,432.0
2015,Бургас,district,total,2141.0
2015,Бургас,district,urban,1627.0
2015,Бургас,district,rural,514.0
2015,Варна,district,total,2541.0
2015,Варна,district,urban,2018.0
2015,Варна,district,rural,523.0
2015,Велико Търново,district,total,1446.0
2015,Велико Търново,district,urban,970.0
2015,Велико Търново,district,rural,476.0
2015,Видин,district,total,436.0
2015,Видин,district,urban,285.0
2015,Видин,district,rural,151.0
2015,Враца,district,total,1033.0
2015,Враца,district,urban,513.0
2015,Враца,district,rural,520.0
2015,Габрово,district,total,549.0
2015,Габрово,district,urban,455.0
2015,Габрово,district,rural,94.0
2015,Добрич,district,total,930.0
2015,Добрич,district,urban,607.0
2015,Добрич,district,rural,323.0
2015,Кърджали,district,total,562.0
2015,Кърджали,district,urban,265.0
2015,Кърджали,district,rural,297.0
2015,Кюстендил,district,total,596.0
2015,Кюстендил,district,urban,471.0
2015,Кюстендил,district,rural,125.0
2015,Ловеч,district,total,786.0
2015,Ловеч,district,urban,507.0
2015,Ловеч,district,rural,279.0
2015,Монтана,district,total,815.0
2015,Монтана,district,urban,464.0
2015,Монтана,district,rural,351.0
2015,Пазарджик,district,total,1702.0
2015,Пазарджик,district,urban,1100.0
2015,Пазарджик,district,rural,602.0
2015,Перник,district,total,518.0
2015,Перник,district,urban,428.0
2015,Перник,district,rural,90.0
2015,Плевен,district,total,1519.0
2015,Плевен,district,urban,858.0
2015,Плевен,district,rural,661.0
2015,Пловдив,district,total,3722.0
2015,Пловдив,district,urban,2732.0
2015,Пловдив,district,rural,990.0
2015,Разград,district,total,434.0
2015,Разград,district,urban,191.0
2015,Разград,district,rural,243.0
2015,Русе,district,total,1061.0
2015,Русе,district,urban,820.0
2015,Русе,district,rural,241.0
2015,Силистра,district,total,529.0
2015,Силистра,district,urban,197.0
2015,Силистра,district,rural,332.0
2015,Сливен,district,total,1733.0
2015,Сливен,district,urban,952.0
2015,Сливен,district,rural,781.0
2015,Смолян,district,total,443.0
2015,Смолян,district,urban,289.0
2015,Смолян,district,rural,154.0
2015,София (столица),district,total,6831.0
2015,София (столица),district,urban,6598.0
2015,София (столица),district,rural,233.0
2015,София,district,total,1253.0
2015,София,district,urban,834.0
2015,София,district,rural,419.0
2015,Стара Загора,district,total,2062.0
2015,Стара Загора,district,urban,1368.0
2015,Стара Загора,district,rural,694.0
2015,Търговище,district,total,616.0
2015,Търговище,district,urban,285.0
2015,Търговище,district,rural,331.0
2015,Хасково,district,total,1413.0
2015,Хасково,district,urban,1032.0
2015,Хасково,district,rural,381.0
2015,Шумен,district,total,942.0
2015,Шумен,district,urban,585.0
2015,Шумен,district,rural,357.0
2015,Ямбол,district,total,772.0
2015,Ямбол,district,urban,495.0
2015,Ямбол,district,rural,277.0
2016,България,country,total,38091.0
2016,България,country,urban,27379.0
2016,България,country,rural,10712.0
2016,Благоевград,district,total,1244.0
2016,Благоевград,district,urban,790.0
2016,Благоевград,district,rural,454.0
2016,Бургас,district,total,2086.0
2016,Бургас,district,urban,1590.0
2016,Бургас,district,rural,496.0
2016,Варна,district,total,2620.0
2016,Варна,district,urban,2080.0
2016,Варна,district,rural,540.0
2016,Велико Търново,district,total,1391.0
2016,Велико Търново,district,urban,986.0
2016,Велико Търново,district,rural,405.0
2016,Видин,district,total,420.0
2016,Видин,district,urban,258.0
2016,Видин,district,rural,162.0
2016,Враца,district,total,1090.0
2016,Враца,district,urban,579.0
2016,Враца,district,rural,511.0
2016,Габрово,district,total,508.0
2016,Габрово,district,urban,417.0
2016,Габрово,district,rural,91.0
2016,Добрич,district,total,884.0
2016,Добрич,district,urban,541.0
2016,Добрич,district,rural,343.0
2016,Кърджали,district,total,533.0
2016,Кърджали,district,urban,277.0
2016,Кърджали,district,rural,256.0
2016,Кюстендил,district,total,509.0
2016,Кюстендил,district,urban,380.0
2016,Кюстендил,district,rural,129.0
2016,Ловеч,district,total,714.0
2016,Ловеч,district,urban,449.0
2016,Ловеч,district,rural,265.0
2016,Монтана,district,total,769.0
2016,Монтана,district,urban,437.0
2016,Монтана,district,rural,332.0
2016,Пазарджик,district,total,1593.0
2016,Пазарджик,district,urban,996.0
2016,Пазарджик,district,rural,597.0
2016,Перник,district,total,578.0
2016,Перник,district,urban,498.0
2016,Перник,district,rural,80.0
2016,Плевен,district,total,1481.0
2016,Плевен,district,urban,828.0
2016,Плевен,district,rural,653.0
2016,Пловдив,district,total,3469.0
2016,Пловдив,district,urban,2518.0
2016,Пловдив,district,rural,951.0
2016,Разград,district,total,446.0
2016,Разград,district,urban,206.0
2016,Разград,district,rural,240.0
2016,Русе,district,total,1010.0
2016,Русе,district,urban,795.0
2016,Русе,district,rural,215.0
2016,Силистра,district,total,550.0
2016,Силистра,district,urban,223.0
2016,Силистра,district,rural,327.0
2016,Сливен,district,total,1645.0
2016,Сливен,district,urban,918.0
2016,Сливен,district,rural,727.0
2016,Смолян,district,total,522.0
2016,Смолян,district,urban,329.0
