dataset,year,territory_raw,territory_level,oblast,municipality,metric,value,source_file
marriages_by_residence,2011,Видин,oblast,Видин,,rural,37.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2012,Видин,oblast,Видин,,total,158.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2012,Видин,oblast,Видин,,urban,130.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2012,Видин,oblast,Видин,,rural,28.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2013,Видин,oblast,Видин,,total,146.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2013,Видин,oblast,Видин,,urban,108.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2013,Видин,oblast,Видин,,rural,38.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2014,Видин,oblast,Видин,,total,162.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2014,Видин,oblast,Видин,,urban,127.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2014,Видин,oblast,Видин,,rural,35.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2015,Видин,oblast,Видин,,total,223.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2015,Видин,oblast,Видин,,urban,170.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2015,Видин,oblast,Видин,,rural,53.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2016,Видин,oblast,Видин,,total,263.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2016,Видин,oblast,Видин,,urban,205.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2016,Видин,oblast,Видин,,rural,58.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2017,Видин,oblast,Видин,,total,280.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2017,Видин,oblast,Видин,,urban,196.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2017,Видин,oblast,Видин,,rural,84.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2018,Видин,oblast,Видин,,total,303.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2018,Видин,oblast,Видин,,urban,213.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2018,Видин,oblast,Видин,,rural,90.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2019,Видин,oblast,Видин,,total,258.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2019,Видин,oblast,Видин,,urban,185.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2019,Видин,oblast,Видин,,rural,73.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2020,Видин,oblast,Видин,,total,188.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2020,Видин,oblast,Видин,,urban,132.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2020,Видин,oblast,Видин,,rural,56.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2021,Видин,oblast,Видин,,total,283.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2021,Видин,oblast,Видин,,urban,194.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2021,Видин,oblast,Видин,,rural,89.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2022,Видин,oblast,Видин,,total,258.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2022,Видин,oblast,Видин,,urban,164.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2022,Видин,oblast,Видин,,rural,94.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2023,Видин,oblast,Видин,,total,217.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2023,Видин,oblast,Видин,,urban,134.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2023,Видин,oblast,Видин,,rural,83.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2024,Видин,oblast,Видин,,total,171.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2024,Видин,oblast,Видин,,urban,120.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2024,Видин,oblast,Видин,,rural,51.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2025,Видин,oblast,Видин,,total,179.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2025,Видин,oblast,Видин,,urban,115.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2025,Видин,oblast,Видин,,rural,64.0,Pop_4.1.1._Marriages_DR.xlsx
