dataset,year,territory_raw,territory_level,oblast,municipality,metric,value,source_file
divorces_by_residence,2021,Видин,oblast,Видин,,total,106.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2021,Видин,oblast,Видин,,urban,80.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2021,Видин,oblast,Видин,,rural,26.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2022,Видин,oblast,Видин,,total,100.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2022,Видин,oblast,Видин,,urban,74.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2022,Видин,oblast,Видин,,rural,26.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2023,Видин,oblast,Видин,,total,119.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2023,Видин,oblast,Видин,,urban,84.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2023,Видин,oblast,Видин,,rural,35.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2024,Видин,oblast,Видин,,total,107.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2024,Видин,oblast,Видин,,urban,70.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2024,Видин,oblast,Видин,,rural,37.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2025,Видин,oblast,Видин,,total,95.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2025,Видин,oblast,Видин,,urban,64.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2025,Видин,oblast,Видин,,rural,31.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2010,Враца,oblast,Враца,,total,218.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2010,Враца,oblast,Враца,,urban,153.0,Pop_4.2.1._Divorces_DR.xlsx
